ACCIDENT_NO,ATMOSPH_COND_DESC,ATMOSPH_INDEX
T20210001458,Clear,1.0
T20210001460,Clear,1.0
T20210001462,Clear,1.0
T20210001464,Clear,1.0
T20210001465,Clear,1.0
T20210001466,Clear,1.0
T20210001468,Clear,1.0
T20210001469,Clear,1.0
T20210001470,Clear,1.0
T20210001474,Clear,1.0
T20210001475,Clear,1.0
T20210001476,Clear,1.0
T20210001477,Clear,1.0
T20210001478,Clear,1.0
T20210001483,Clear,1.0
T20210001484,Clear,1.0
T20210001486,Clear,1.0
T20210001489,Clear,1.0
T20210001491,Clear,1.0
T20210001493,Clear,1.0
T20210001494,Clear,1.0
T20210001496,Clear,1.0
T20210001498,Clear,1.0
T20210001499,Clear,1.0
T20210001500,Clear,1.0
T20210001502,Clear,1.0
T20210001503,Clear,1.0
T20210001504,Clear,1.0
T20210001506,"Raining, Strong winds",2.33
T20210001508,Clear,1.0
T20210001509,Clear,1.0
T20210001513,Clear,1.0
T20210001516,Clear,1.0
T20210001518,Clear,1.0
T20210001519,Clear,1.0
T20210001520,Clear,1.0
T20210001522,Clear,1.0
T20210001533,Clear,1.0
T20210001534,Clear,1.0
T20210001536,Clear,1.0
T20210001540,Clear,1.0
T20210001547,Clear,1.0
T20210001549,Clear,1.0
T20210001550,Clear,1.0
T20210001551,Clear,1.0
T20210001552,Clear,1.0
T20210001557,Clear,1.0
T20210001564,Clear,1.0
T20210001569,Clear,1.0
T20210001572,Clear,1.0
T20210001574,Clear,1.0
T20210001577,Clear,1.0
T20210001578,Raining,3.0
T20210001579,Clear,1.0
T20210001586,Clear,1.0
T20210001587,Clear,1.0
T20210001588,Clear,1.0
T20210001592,Dust,4.0
T20210001595,Clear,1.0
T20210001598,Clear,1.0
T20210001599,Clear,1.0
T20210001601,Clear,1.0
T20210001603,Clear,1.0
T20210001605,Clear,1.0
T20210001607,Clear,1.0
T20210001608,Raining,3.0
T20210001610,Clear,1.0
T20210001613,Clear,1.0
T20210001618,Clear,1.0
T20210001620,Clear,1.0
T20210001621,Clear,1.0
T20210001624,Clear,1.0
T20210001625,Clear,1.0
T20210001626,Clear,1.0
T20210001630,Clear,1.0
T20210001632,Clear,1.0
T20210001633,Clear,1.0
T20210001635,Clear,1.0
T20210001636,Clear,1.0
T20210001637,Clear,1.0
T20210001639,Clear,1.0
T20210001642,Clear,1.0
T20210001643,Clear,1.0
T20210001645,Clear,1.0
T20210001647,Clear,1.0
T20210001648,Clear,1.0
T20210001651,Clear,1.0
T20210001652,Clear,1.0
T20210001653,Clear,1.0
T20210001654,Clear,1.0
T20210001655,Clear,1.0
T20210001658,Clear,1.0
T20210001662,Clear,1.0
T20210001663,Clear,1.0
T20210001666,Clear,1.0
T20210001667,Clear,1.0
T20210001668,Clear,1.0
T20210001670,Clear,1.0
T20210001672,Clear,1.0
T20210001676,Clear,1.0
T20210001678,Clear,1.0
T20210001679,Clear,1.0
T20210001680,Clear,1.0
T20210001681,Clear,1.0
T20210001682,Clear,1.0
T20210001684,Clear,1.0
T20210001685,Clear,1.0
T20210001688,Clear,1.0
T20210001690,Clear,1.0
T20210001693,Clear,1.0
T20210001695,Clear,1.0
T20210001697,Clear,1.0
T20210001699,Clear,1.0
T20210001701,Clear,1.0
T20210001703,Clear,1.0
T20210001704,Clear,1.0
T20210001705,Clear,1.0
T20210001707,Clear,1.0
T20210001709,Clear,1.0
T20210001712,Clear,1.0
T20210001713,Clear,1.0
T20210001716,Clear,1.0
T20210001717,Clear,1.0
T20210001720,Clear,1.0
T20210001724,Clear,1.0
T20210001725,Clear,1.0
T20210001726,Clear,1.0
T20210001727,Clear,1.0
T20210001728,Clear,1.0
T20210001730,Clear,1.0
T20210001731,Clear,1.0
T20210001733,Clear,1.0
T20210001735,Clear,1.0
T20210001736,Clear,1.0
T20210001738,Clear,1.0
T20210001741,Clear,1.0
T20210001742,Clear,1.0
T20210001743,Clear,1.0
T20210001744,Clear,1.0
T20210001745,Clear,1.0
T20210001748,Clear,1.0
T20210001752,Clear,1.0
T20210001754,Clear,1.0
T20210001755,Clear,1.0
T20210001759,Clear,1.0
T20210001761,Clear,1.0
T20210001765,Clear,1.0
T20210001766,Clear,1.0
T20210001769,Clear,1.0
T20210001773,Clear,1.0
T20210001775,Clear,1.0
T20210001776,Clear,1.0
T20210001777,Clear,1.0
T20210001778,Clear,1.0
T20210001785,Clear,1.0
T20210001787,Clear,1.0
T20210001788,Clear,1.0
T20210001790,Clear,1.0
T20210001792,Clear,1.0
T20210001793,Clear,1.0
T20210001798,Clear,1.0
T20210001801,Clear,1.0
T20210001802,Raining,3.0
T20210001804,Clear,1.0
T20210001810,Clear,1.0
T20210001812,Clear,1.0
T20210001815,Clear,1.0
T20210001816,Raining,3.0
T20210001817,Clear,1.0
T20210001820,Raining,3.0
T20210001822,Clear,1.0
T20210001825,Clear,1.0
T20210001828,Clear,1.0
T20210001830,Raining,3.0
T20210001831,Dust,4.0
T20210001832,Raining,3.0
T20210001833,Clear,1.0
T20210001835,Raining,3.0
T20210001836,Raining,3.0
T20210001841,Clear,1.0
T20210001843,Raining,3.0
T20210001844,Clear,1.0
T20210001849,Clear,1.0
T20210001850,Clear,1.0
T20210001851,Raining,3.0
T20210001854,Raining,3.0
T20210001857,Clear,1.0
T20210001859,Raining,3.0
T20210001861,Raining,3.0
T20210001868,Clear,1.0
T20210001873,Clear,1.0
T20210001875,Raining,3.0
T20210001877,Clear,1.0
T20210001881,Clear,1.0
T20210001884,Clear,1.0
T20210001886,Clear,1.0
T20210001890,Clear,1.0
T20210001891,Clear,1.0
T20210001892,Clear,1.0
T20210001893,Clear,1.0
T20210001894,Clear,1.0
T20210001895,Clear,1.0
T20210001897,Clear,1.0
T20210001898,Clear,1.0
T20210001899,Clear,1.0
T20210001900,Clear,1.0
T20210001901,Clear,1.0
T20210001907,Clear,1.0
T20210001910,Clear,1.0
T20210001912,Clear,1.0
T20210001915,Clear,1.0
T20210001916,Clear,1.0
T20210001917,Clear,1.0
T20210001920,Clear,1.0
T20210001921,Clear,1.0
T20210001924,Clear,1.0
T20210001926,Clear,1.0
T20210001928,Clear,1.0
T20210001929,Clear,1.0
T20210001930,Clear,1.0
T20210001931,Clear,1.0
T20210001934,Clear,1.0
T20210001935,Clear,1.0
T20210001936,Clear,1.0
T20210001937,Raining,3.0
T20210001939,Clear,1.0
T20210001943,Clear,1.0
T20210001947,Clear,1.0
T20210001953,Clear,1.0
T20210001958,Clear,1.0
T20210001959,Clear,1.0
T20210001961,Clear,1.0
T20210001963,Clear,1.0
T20210001965,Clear,1.0
T20210001968,Clear,1.0
T20210001969,"Raining, Strong winds",2.33
T20210001971,Clear,1.0
T20210001973,Clear,1.0
T20210001975,"Clear, Strong winds",1.67
T20210001977,Clear,1.0
T20210001978,Clear,1.0
T20210001980,Clear,1.0
T20210001983,Clear,1.0
T20210001984,Clear,1.0
T20210001987,Clear,1.0
T20210001988,Clear,1.0
T20210001989,Clear,1.0
T20210001990,Clear,1.0
T20210001991,"Dust, Strong winds",2.67
T20210001992,Clear,1.0
T20210001997,Clear,1.0
T20210001998,Clear,1.0
T20210001999,Clear,1.0
T20210002000,Clear,1.0
T20210002003,Clear,1.0
T20210002004,Clear,1.0
T20210002008,Clear,1.0
T20210002013,Clear,1.0
T20210002015,Clear,1.0
T20210002017,Clear,1.0
T20210002019,Raining,3.0
T20210002021,Clear,1.0
T20210002022,Clear,1.0
T20210002024,Raining,3.0
T20210002026,Raining,3.0
T20210002027,"Clear, Strong winds",1.67
T20210002028,Raining,3.0
T20210002029,Raining,3.0
T20210002031,Raining,3.0
T20210002035,Raining,3.0
T20210002042,Clear,1.0
T20210002047,Clear,1.0
T20210002048,Clear,1.0
T20210002049,Raining,3.0
T20210002050,Raining,3.0
T20210002053,Clear,1.0
T20210002054,Raining,3.0
T20210002055,Raining,3.0
T20210002056,Raining,3.0
T20210002057,Raining,3.0
T20210002059,Raining,3.0
T20210002062,Raining,3.0
T20210002063,Raining,3.0
T20210002065,Clear,1.0
T20210002067,Raining,3.0
T20210002069,Clear,1.0
T20210002071,Clear,1.0
T20210002072,Raining,3.0
T20210002074,Clear,1.0
T20210002075,Raining,3.0
T20210002077,Raining,3.0
T20210002078,Clear,1.0
T20210002079,Clear,1.0
T20210002082,"Clear, Strong winds",1.67
T20210002085,Clear,1.0
T20210002087,Raining,3.0
T20210002089,Raining,3.0
T20210002090,Raining,3.0
T20210002091,Clear,1.0
T20210002093,Clear,1.0
T20210002094,Clear,1.0
T20210002095,"Clear, Strong winds",1.67
T20210002099,Raining,3.0
T20210002101,Raining,3.0
T20210002102,Clear,1.0
T20210002103,Clear,1.0
T20210002105,Clear,1.0
T20210002106,"Raining, Strong winds",2.33
T20210002107,Raining,3.0
T20210002109,Raining,3.0
T20210002110,Raining,3.0
T20210002111,Clear,1.0
T20210002112,Raining,3.0
T20210002113,Raining,3.0
T20210002115,Clear,1.0
T20210002118,Clear,1.0
T20210002122,Raining,3.0
T20210002125,Clear,1.0
T20210002133,Clear,1.0
T20210002134,Clear,1.0
T20210002135,Clear,1.0
T20210002137,Raining,3.0
T20210002138,Fog,6.0
T20210002139,Clear,1.0
T20210002140,Clear,1.0
T20210002141,Clear,1.0
T20210002142,Clear,1.0
T20210002143,Clear,1.0
T20210002146,Clear,1.0
T20210002147,Raining,3.0
T20210002149,Clear,1.0
T20210002153,Clear,1.0
T20210002154,Clear,1.0
T20210002158,Clear,1.0
T20210002162,Clear,1.0
T20210002163,Clear,1.0
T20210002164,Clear,1.0
T20210002169,Clear,1.0
T20210002170,Clear,1.0
T20210002171,Clear,1.0
T20210002172,Clear,1.0
T20210002174,Clear,1.0
T20210002175,Clear,1.0
T20210002178,Clear,1.0
T20210002180,Clear,1.0
T20210002182,Clear,1.0
T20210002184,Clear,1.0
T20210002186,Clear,1.0
T20210002187,Clear,1.0
T20210002188,Clear,1.0
T20210002190,Clear,1.0
T20210002191,Clear,1.0
T20210002192,Clear,1.0
T20210002194,Clear,1.0
T20210002195,Clear,1.0
T20210002197,Clear,1.0
T20210002200,Clear,1.0
T20210002201,Clear,1.0
T20210002202,Clear,1.0
T20210002203,Clear,1.0
T20210002204,Clear,1.0
T20210002205,Clear,1.0
T20210002206,Clear,1.0
T20210002208,Clear,1.0
T20210002210,Clear,1.0
T20210002211,Clear,1.0
T20210002212,Clear,1.0
T20210002216,Clear,1.0
T20210002218,Clear,1.0
T20210002221,Clear,1.0
T20210002223,Clear,1.0
T20210002224,Clear,1.0
T20210002225,Clear,1.0
T20210002227,Clear,1.0
T20210002229,Clear,1.0
T20210002231,Clear,1.0
T20210002233,Clear,1.0
T20210002234,Clear,1.0
T20210002236,Clear,1.0
T20210002239,Clear,1.0
T20210002241,Clear,1.0
T20210002242,Clear,1.0
T20210002243,Clear,1.0
T20210002244,Clear,1.0
T20210002245,Raining,3.0
T20210002252,Clear,1.0
T20210002254,Clear,1.0
T20210002255,Clear,1.0
T20210002257,Clear,1.0
T20210002258,Clear,1.0
T20210002259,Clear,1.0
T20210002263,Clear,1.0
T20210002265,Clear,1.0
T20210002267,Clear,1.0
T20210002272,Clear,1.0
T20210002273,Clear,1.0
T20210002275,Clear,1.0
T20210002276,Clear,1.0
T20210002278,Clear,1.0
T20210002280,Raining,3.0
T20210002283,Clear,1.0
T20210002284,Clear,1.0
T20210002285,Clear,1.0
T20210002286,Clear,1.0
T20210002287,Clear,1.0
T20210002288,Clear,1.0
T20210002291,Clear,1.0
T20210002293,Clear,1.0
T20210002299,Clear,1.0
T20210002300,Clear,1.0
T20210002301,Raining,3.0
T20210002304,Clear,1.0
T20210002317,Clear,1.0
T20210002318,Clear,1.0
T20210002319,Clear,1.0
T20210002320,Clear,1.0
T20210002322,Clear,1.0
T20210002324,Clear,1.0
T20210002325,Clear,1.0
T20210002326,Clear,1.0
T20210002330,Clear,1.0
T20210002331,Clear,1.0
T20210002332,Clear,1.0
T20210002333,Clear,1.0
T20210002334,Clear,1.0
T20210002340,Clear,1.0
T20210002341,Clear,1.0
T20210002342,Clear,1.0
T20210002343,Clear,1.0
T20210002345,Clear,1.0
T20210002346,Raining,3.0
T20210002347,Clear,1.0
T20210002351,Clear,1.0
T20210002354,Clear,1.0
T20210002356,Clear,1.0
T20210002358,Clear,1.0
T20210002361,Clear,1.0
T20210002364,Clear,1.0
T20210002367,Clear,1.0
T20210002371,Clear,1.0
T20210002373,Clear,1.0
T20210002382,Clear,1.0
T20210002385,Clear,1.0
T20210002388,Clear,1.0
T20210002390,Clear,1.0
T20210002392,Clear,1.0
T20210002393,Clear,1.0
T20210002395,Clear,1.0
T20210002397,Clear,1.0
T20210002401,Clear,1.0
T20210002402,Clear,1.0
T20210002406,Clear,1.0
T20210002408,Clear,1.0
T20210002410,Clear,1.0
T20210002412,Clear,1.0
T20210002414,Clear,1.0
T20210002416,Clear,1.0
T20210002417,Clear,1.0
T20210002418,Clear,1.0
T20210002419,Clear,1.0
T20210002422,Clear,1.0
T20210002423,Clear,1.0
T20210002427,Clear,1.0
T20210002429,Clear,1.0
T20210002432,Clear,1.0
T20210002433,Clear,1.0
T20210002435,Clear,1.0
T20210002436,Clear,1.0
T20210002437,Clear,1.0
T20210002439,Clear,1.0
T20210002440,Clear,1.0
T20210002443,Clear,1.0
T20210002448,Clear,1.0
T20210002449,Clear,1.0
T20210002450,Clear,1.0
T20210002454,Clear,1.0
T20210002455,Clear,1.0
T20210002456,Clear,1.0
T20210002458,Clear,1.0
T20210002460,Clear,1.0
T20210002464,Clear,1.0
T20210002465,Clear,1.0
T20210002466,Clear,1.0
T20210002468,Clear,1.0
T20210002470,Clear,1.0
T20210002471,Clear,1.0
T20210002474,Clear,1.0
T20210002475,Clear,1.0
T20210002482,Clear,1.0
T20210002489,Raining,3.0
T20210002490,Clear,1.0
T20210002492,Clear,1.0
T20210002493,Clear,1.0
T20210002500,Clear,1.0
T20210002501,Clear,1.0
T20210002504,Clear,1.0
T20210002505,Clear,1.0
T20210002506,Clear,1.0
T20210002508,Clear,1.0
T20210002516,Clear,1.0
T20210002517,Clear,1.0
T20210002518,Raining,3.0
T20210002519,Clear,1.0
T20210002522,Clear,1.0
T20210002531,Clear,1.0
T20210002534,Clear,1.0
T20210002537,Clear,1.0
T20210002538,Clear,1.0
T20210002539,Clear,1.0
T20210002542,Clear,1.0
T20210002543,Clear,1.0
T20210002544,Clear,1.0
T20210002548,Clear,1.0
T20210002551,Clear,1.0
T20210002552,Clear,1.0
T20210002554,Clear,1.0
T20210002556,Clear,1.0
T20210002558,Clear,1.0
T20210002559,Clear,1.0
T20210002562,Clear,1.0
T20210002565,Clear,1.0
T20210002566,Clear,1.0
T20210002567,Clear,1.0
T20210002569,Clear,1.0
T20210002570,Clear,1.0
T20210002574,Clear,1.0
T20210002576,Clear,1.0
T20210002580,Clear,1.0
T20210002585,Clear,1.0
T20210002586,Clear,1.0
T20210002587,Clear,1.0
T20210002588,Raining,3.0
T20210002590,Raining,3.0
T20210002592,Clear,1.0
T20210002594,Strong winds,2.0
T20210002595,Clear,1.0
T20210002597,Clear,1.0
T20210002599,Clear,1.0
T20210002600,Clear,1.0
T20210002602,Clear,1.0
T20210002604,Clear,1.0
T20210002605,Clear,1.0
T20210002608,Clear,1.0
T20210002613,Clear,1.0
T20210002614,Clear,1.0
T20210002615,Clear,1.0
T20210002616,Clear,1.0
T20210002618,Clear,1.0
T20210002620,Raining,3.0
T20210002623,Clear,1.0
T20210002628,Raining,3.0
T20210002629,"Raining, Strong winds",2.33
T20210002630,Clear,1.0
T20210002632,Clear,1.0
T20210002634,Clear,1.0
T20210002635,Clear,1.0
T20210002636,Clear,1.0
T20210002639,Clear,1.0
T20210002643,Clear,1.0
T20210002647,Clear,1.0
T20210002649,Clear,1.0
T20210002653,Clear,1.0
T20210002654,Clear,1.0
T20210002656,Raining,3.0
T20210002659,Clear,1.0
T20210002662,Clear,1.0
T20210002663,Clear,1.0
T20210002673,Clear,1.0
T20210002676,Clear,1.0
T20210002677,Clear,1.0
T20210002679,Clear,1.0
T20210002683,Clear,1.0
T20210002684,Clear,1.0
T20210002686,Clear,1.0
T20210002692,Raining,3.0
T20210002693,Clear,1.0
T20210002696,Fog,6.0
T20210002698,Clear,1.0
T20210002702,Raining,3.0
T20210002709,Clear,1.0
T20210002710,Clear,1.0
T20210002711,Clear,1.0
T20210002713,Clear,1.0
T20210002716,Clear,1.0
T20210002720,Clear,1.0
T20210002723,Clear,1.0
T20210002725,Clear,1.0
T20210002726,Clear,1.0
T20210002728,Clear,1.0
T20210002729,Clear,1.0
T20210002730,Clear,1.0
T20210002731,Clear,1.0
T20210002734,Clear,1.0
T20210002735,Clear,1.0
T20210002738,Raining,3.0
T20210002740,Clear,1.0
T20210002743,Clear,1.0
T20210002745,Clear,1.0
T20210002749,Clear,1.0
T20210002752,Clear,1.0
T20210002755,Clear,1.0
T20210002760,Raining,3.0
T20210002761,Clear,1.0
T20210002762,Clear,1.0
T20210002763,Raining,3.0
T20210002765,Clear,1.0
T20210002766,Clear,1.0
T20210002767,Clear,1.0
T20210002768,Clear,1.0
T20210002769,Raining,3.0
T20210002771,Clear,1.0
T20210002774,Clear,1.0
T20210002776,Clear,1.0
T20210002779,Clear,1.0
T20210002780,Clear,1.0
T20210002781,Clear,1.0
T20210002786,Clear,1.0
T20210002788,Clear,1.0
T20210002789,Clear,1.0
T20210002791,Clear,1.0
T20210002792,Clear,1.0
T20210002793,Clear,1.0
T20210002794,Clear,1.0
T20210002796,Clear,1.0
T20210002797,Clear,1.0
T20210002800,Clear,1.0
T20210002806,Clear,1.0
T20210002807,Clear,1.0
T20210002808,Clear,1.0
T20210002809,Clear,1.0
T20210002812,Clear,1.0
T20210002815,"Clear, Strong winds",1.67
T20210002816,Clear,1.0
T20210002817,Clear,1.0
T20210002820,Clear,1.0
T20210002823,Clear,1.0
T20210002824,Clear,1.0
T20210002828,Clear,1.0
T20210002829,Clear,1.0
T20210002838,Clear,1.0
T20210002840,Clear,1.0
T20210002842,Clear,1.0
T20210002843,Clear,1.0
T20210002844,Clear,1.0
T20210002845,Raining,3.0
T20210002846,Clear,1.0
T20210002848,Clear,1.0
T20210002851,Clear,1.0
T20210002853,Clear,1.0
T20210002854,Clear,1.0
T20210002855,Clear,1.0
T20210002863,Clear,1.0
T20210002864,Clear,1.0
T20210002865,Clear,1.0
T20210002866,Clear,1.0
T20210002867,Clear,1.0
T20210002868,Clear,1.0
T20210002870,Clear,1.0
T20210002871,Clear,1.0
T20210002877,Clear,1.0
T20210002880,Clear,1.0
T20210002881,Clear,1.0
T20210002882,Clear,1.0
T20210002883,Clear,1.0
T20210002885,Clear,1.0
T20210002886,Clear,1.0
T20210002887,Clear,1.0
T20210002888,Clear,1.0
T20210002889,Clear,1.0
T20210002894,Clear,1.0
T20210002896,Clear,1.0
T20210002897,Clear,1.0
T20210002900,Clear,1.0
T20210002904,Clear,1.0
T20210002905,Clear,1.0
T20210002907,Clear,1.0
T20210002910,Raining,3.0
T20210002911,Clear,1.0
T20210002918,Clear,1.0
T20210002919,Clear,1.0
T20210002920,Clear,1.0
T20210002922,Clear,1.0
T20210002923,Clear,1.0
T20210002926,Clear,1.0
T20210002929,Clear,1.0
T20210002930,Clear,1.0
T20210002932,Raining,3.0
T20210002934,Clear,1.0
T20210002935,Clear,1.0
T20210002936,Clear,1.0
T20210002937,Clear,1.0
T20210002938,Clear,1.0
T20210002941,Raining,3.0
T20210002942,Clear,1.0
T20210002946,Clear,1.0
T20210002949,Clear,1.0
T20210002950,Clear,1.0
T20210002951,Clear,1.0
T20210002952,Clear,1.0
T20210002954,Clear,1.0
T20210002955,Clear,1.0
T20210002956,Clear,1.0
T20210002959,Clear,1.0
T20210002961,Clear,1.0
T20210002963,Clear,1.0
T20210002964,Clear,1.0
T20210002966,Clear,1.0
T20210002967,Clear,1.0
T20210002969,Clear,1.0
T20210002973,Clear,1.0
T20210002976,Clear,1.0
T20210002977,Clear,1.0
T20210002978,Clear,1.0
T20210002991,Clear,1.0
T20210002992,Clear,1.0
T20210002993,Clear,1.0
T20210002995,Clear,1.0
T20210002997,Clear,1.0
T20210002999,Clear,1.0
T20210003000,Clear,1.0
T20210003001,Clear,1.0
T20210003002,Clear,1.0
T20210003003,Clear,1.0
T20210003005,Clear,1.0
T20210003008,Clear,1.0
T20210003009,Clear,1.0
T20210003010,Clear,1.0
T20210003011,Clear,1.0
T20210003012,Clear,1.0
T20210003014,Clear,1.0
T20210003015,Clear,1.0
T20210003018,Clear,1.0
T20210003019,Clear,1.0
T20210003023,Clear,1.0
T20210003024,Clear,1.0
T20210003025,Clear,1.0
T20210003026,Clear,1.0
T20210003027,Clear,1.0
T20210003028,Clear,1.0
T20210003029,Clear,1.0
T20210003031,Clear,1.0
T20210003034,Clear,1.0
T20210003037,Clear,1.0
T20210003039,Clear,1.0
T20210003041,Clear,1.0
T20210003042,Clear,1.0
T20210003044,Clear,1.0
T20210003050,Clear,1.0
T20210003053,Clear,1.0
T20210003054,Clear,1.0
T20210003055,Clear,1.0
T20210003060,Clear,1.0
T20210003061,Clear,1.0
T20210003062,Clear,1.0
T20210003063,Clear,1.0
T20210003064,Clear,1.0
T20210003066,Clear,1.0
T20210003067,Clear,1.0
T20210003068,Clear,1.0
T20210003069,Clear,1.0
T20210003070,Clear,1.0
T20210003072,Clear,1.0
T20210003073,Clear,1.0
T20210003074,Clear,1.0
T20210003075,Clear,1.0
T20210003076,Clear,1.0
T20210003078,Clear,1.0
T20210003081,Clear,1.0
T20210003083,Clear,1.0
T20210003084,Raining,3.0
T20210003086,Clear,1.0
T20210003089,Clear,1.0
T20210003090,Clear,1.0
T20210003091,Clear,1.0
T20210003093,Clear,1.0
T20210003094,Clear,1.0
T20210003096,Clear,1.0
T20210003097,Clear,1.0
T20210003101,Clear,1.0
T20210003104,Clear,1.0
T20210003111,Clear,1.0
T20210003112,Clear,1.0
T20210003113,Clear,1.0
T20210003117,Clear,1.0
T20210003118,Clear,1.0
T20210003121,Clear,1.0
T20210003122,Clear,1.0
T20210003123,Clear,1.0
T20210003125,Clear,1.0
T20210003128,Clear,1.0
T20210003132,Clear,1.0
T20210003134,Clear,1.0
T20210003137,Clear,1.0
T20210003139,Clear,1.0
T20210003141,Clear,1.0
T20210003143,Clear,1.0
T20210003147,Clear,1.0
T20210003148,Clear,1.0
T20210003150,Clear,1.0
T20210003151,Clear,1.0
T20210003152,Clear,1.0
T20210003153,Clear,1.0
T20210003157,Clear,1.0
T20210003158,Clear,1.0
T20210003160,Clear,1.0
T20210003162,Clear,1.0
T20210003164,Clear,1.0
T20210003173,Clear,1.0
T20210003181,Clear,1.0
T20210003185,Clear,1.0
T20210003188,Clear,1.0
T20210003189,Clear,1.0
T20210003192,Clear,1.0
T20210003193,Clear,1.0
T20210003194,Clear,1.0
T20210003195,Clear,1.0
T20210003196,Clear,1.0
T20210003197,Clear,1.0
T20210003199,Clear,1.0
T20210003200,Clear,1.0
T20210003202,Clear,1.0
T20210003207,Clear,1.0
T20210003209,Clear,1.0
T20210003210,Clear,1.0
T20210003213,Clear,1.0
T20210003214,Clear,1.0
T20210003215,Clear,1.0
T20210003216,Clear,1.0
T20210003220,Clear,1.0
T20210003221,Clear,1.0
T20210003224,Clear,1.0
T20210003227,Clear,1.0
T20210003228,Clear,1.0
T20210003231,Clear,1.0
T20210003233,Clear,1.0
T20210003235,"Raining, Smoke",4.33
T20210003237,Clear,1.0
T20210003238,Clear,1.0
T20210003240,Clear,1.0
T20210003241,Clear,1.0
T20210003242,Clear,1.0
T20210003243,Clear,1.0
T20210003246,Clear,1.0
T20210003247,Clear,1.0
T20210003248,Clear,1.0
T20210003250,Clear,1.0
T20210003252,Clear,1.0
T20210003254,Clear,1.0
T20210003255,Clear,1.0
T20210003256,Clear,1.0
T20210003258,Clear,1.0
T20210003259,Clear,1.0
T20210003260,Clear,1.0
T20210003261,Clear,1.0
T20210003266,Clear,1.0
T20210003267,Clear,1.0
T20210003271,Clear,1.0
T20210003277,Clear,1.0
T20210003279,Clear,1.0
T20210003281,Clear,1.0
T20210003283,Clear,1.0
T20210003288,Clear,1.0
T20210003290,Clear,1.0
T20210003292,Clear,1.0
T20210003293,Clear,1.0
T20210003295,Clear,1.0
T20210003298,Clear,1.0
T20210003299,Clear,1.0
T20210003300,Clear,1.0
T20210003301,Clear,1.0
T20210003309,Clear,1.0
T20210003313,Clear,1.0
T20210003314,Clear,1.0
T20210003316,Clear,1.0
T20210003317,Clear,1.0
T20210003318,Clear,1.0
T20210003319,Clear,1.0
T20210003322,Raining,3.0
T20210003324,Clear,1.0
T20210003326,Clear,1.0
T20210003327,Clear,1.0
T20210003328,Clear,1.0
T20210003329,Clear,1.0
T20210003330,Clear,1.0
T20210003333,Clear,1.0
T20210003335,Clear,1.0
T20210003336,Clear,1.0
T20210003338,Clear,1.0
T20210003343,Clear,1.0
T20210003345,Clear,1.0
T20210003349,Clear,1.0
T20210003351,Clear,1.0
T20210003356,Clear,1.0
T20210003358,Clear,1.0
T20210003364,Clear,1.0
T20210003366,Clear,1.0
T20210003367,Clear,1.0
T20210003374,Clear,1.0
T20210003375,Clear,1.0
T20210003377,Raining,3.0
T20210003378,Clear,1.0
T20210003380,Clear,1.0
T20210003382,Clear,1.0
T20210003383,Clear,1.0
T20210003388,Clear,1.0
T20210003391,Clear,1.0
T20210003393,Clear,1.0
T20210003395,Clear,1.0
T20210003397,Clear,1.0
T20210003398,Clear,1.0
T20210003400,Clear,1.0
T20210003402,Raining,3.0
T20210003407,Clear,1.0
T20210003410,Clear,1.0
T20210003411,Clear,1.0
T20210003412,Clear,1.0
T20210003416,Clear,1.0
T20210003417,Clear,1.0
T20210003421,Clear,1.0
T20210003422,Clear,1.0
T20210003427,Clear,1.0
T20210003429,Clear,1.0
T20210003431,Clear,1.0
T20210003432,Raining,3.0
T20210003434,Clear,1.0
T20210003436,Clear,1.0
T20210003437,Clear,1.0
T20210003439,Clear,1.0
T20210003440,Clear,1.0
T20210003443,Clear,1.0
T20210003444,Clear,1.0
T20210003445,Clear,1.0
T20210003448,Clear,1.0
T20210003450,Clear,1.0
T20210003453,Clear,1.0
T20210003456,Clear,1.0
T20210003457,Clear,1.0
T20210003462,Clear,1.0
T20210003464,Clear,1.0
T20210003465,Clear,1.0
T20210003467,Clear,1.0
T20210003470,Clear,1.0
T20210003473,Clear,1.0
T20210003474,Clear,1.0
T20210003475,Clear,1.0
T20210003476,Clear,1.0
T20210003477,Clear,1.0
T20210003480,Clear,1.0
T20210003487,Clear,1.0
T20210003488,Clear,1.0
T20210003489,Clear,1.0
T20210003490,Clear,1.0
T20210003491,Clear,1.0
T20210003492,Clear,1.0
T20210003494,Clear,1.0
T20210003499,Clear,1.0
T20210003501,Clear,1.0
T20210003504,Clear,1.0
T20210003508,Clear,1.0
T20210003509,Clear,1.0
T20210003510,Clear,1.0
T20210003512,Clear,1.0
T20210003517,Clear,1.0
T20210003519,Clear,1.0
T20210003520,Clear,1.0
T20210003521,Clear,1.0
T20210003526,Clear,1.0
T20210003528,Clear,1.0
T20210003529,Clear,1.0
T20210003531,Clear,1.0
T20210003533,Clear,1.0
T20210003537,Clear,1.0
T20210003540,Clear,1.0
T20210003542,Clear,1.0
T20210003543,Clear,1.0
T20210003544,Clear,1.0
T20210003549,Clear,1.0
T20210003550,Clear,1.0
T20210003555,Clear,1.0
T20210003557,Clear,1.0
T20210003561,Clear,1.0
T20210003562,Clear,1.0
T20210003565,Clear,1.0
T20210003566,Clear,1.0
T20210003567,Clear,1.0
T20210003569,Clear,1.0
T20210003570,Clear,1.0
T20210003571,Clear,1.0
T20210003572,Clear,1.0
T20210003575,Clear,1.0
T20210003577,Clear,1.0
